"isolate.id"	"sseqid"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"sample.id"	"relAb"	"n"	"iso"
"615"	"no isolate"	"cf7709520c5b8165638261b1e36a91db"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"B6"	0.00104963262858	0	"noi"
"956"	"no isolate"	"b90a363a336120fcd776986966676912"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"C3"	0.00625711035267349	0	"noi"
"957"	"no isolate"	"cac497501d1893a4a351c5ded81e2adc"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"C3"	0.000284414106939704	0	"noi"
"1179"	"no isolate"	"43a00433da34ed98b5353ea08c302202"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"C5"	0.000280898876404494	0	"noi"
"1180"	"no isolate"	"b90a363a336120fcd776986966676912"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"C5"	0.0050561797752809	0	"noi"
"1585"	"34.27F"	"cac497501d1893a4a351c5ded81e2adc"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"D3"	0.752941176470588	2	"i"
"1597"	"no isolate"	"cf7709520c5b8165638261b1e36a91db"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"D3"	0.0431372549019608	0	"noi"
"1735"	"no isolate"	"084384d83e2bef3d9e00ea0e145e7eac"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"D7"	0.000992063492063492	0	"noi"
"1820"	"no isolate"	"cac497501d1893a4a351c5ded81e2adc"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	"A4"	0.0118515205724508	0	"noi"
"601"	"no isolate"	"09e88226ac63a32153adb343ebd87ffd"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	NA	"B6"	0.000599790073474284	0	"noi"
"1165"	"no isolate"	"09e88226ac63a32153adb343ebd87ffd"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	NA	"C5"	0.00674157303370787	0	"noi"
"1166"	"no isolate"	"f0d7c7b7695fb64179e228a6b47609ff"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	NA	"C5"	0.00449438202247191	0	"noi"
"1167"	"no isolate"	"c35749fb542b89c31937d3c9d258211c"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	NA	"C5"	0.000842696629213483	0	"noi"
"183"	"no isolate"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"B2"	0.000492610837438424	0	"noi"
"286"	"no isolate"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"B3"	0.00352822580645161	0	"noi"
"734"	"no isolate"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"B8"	0.0228772547294325	0	"noi"
"1041"	"no isolate"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"A2"	0.0141385578670976	0	"noi"
"1141"	"36.27F"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"C5"	0.0519662921348315	1	"i"
"1189"	"no isolate"	"9d0919297c0e8f9160412a6a17c0b927"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"C5"	0.00561797752808989	0	"noi"
"1226"	"25.27F"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"C6"	0.0316780821917808	1	"i"
"1348"	"no isolate"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"C8"	0.0270691333982473	0	"noi"
"1349"	"no isolate"	"9d0919297c0e8f9160412a6a17c0b927"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"C8"	0.000584225900681597	0	"noi"
"1467"	"no isolate"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"D1"	0.0357667809897109	0	"noi"
"1468"	"no isolate"	"9d0919297c0e8f9160412a6a17c0b927"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"D1"	0.00318471337579618	0	"noi"
"1646"	"no isolate"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"A3"	0.00513225424397947	0	"noi"
"1776"	"13.27F"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"A4"	0.176654740608229	2	"i"
"1827"	"no isolate"	"9d0919297c0e8f9160412a6a17c0b927"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"A4"	0.00805008944543828	0	"noi"
"1828"	"no isolate"	"b193a92372b3af0e0b79c60446631609"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"A4"	0.00268336314847943	0	"noi"
"1978"	"no isolate"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"A6"	0.0432938681745891	0	"noi"
"1979"	"no isolate"	"9d0919297c0e8f9160412a6a17c0b927"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"A6"	0.00265064499028097	0	"noi"
"2147"	"no isolate"	"a024e61a9c9af995832ad2f9d7b69be9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	"A8"	0.00338409475465313	0	"noi"
"453"	"no isolate"	"871247a7141c4fcf65f08dcc99a0a412"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Listeria"	"B4"	0.000236742424242424	0	"noi"
"78"	"no isolate"	"cb68136b4e0699a83e89aed1e0bab1ff"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Floricoccus"	"A1"	0.00040428542551041	0	"noi"
"81"	"no isolate"	"4c3b370a954fd1b56fc1549232f1ebca"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A1"	0.00121285627653123	0	"noi"
"82"	"no isolate"	"626f371e2225a6a1d8507977c7f3500f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A1"	0.00323428340408328	0	"noi"
"83"	"no isolate"	"bdf50f052347edd57a7f8f1b525faba0"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A1"	0.00242571255306246	0	"noi"
"84"	"no isolate"	"d6bd1f73310c77d98166642e526b6c11"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A1"	0.00505356781888013	0	"noi"
"85"	"no isolate"	"3ed9d96379a9e71a5f4974a778c8e9c7"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A1"	0.00626642409541136	0	"noi"
"284"	"no isolate"	"b62390e7aa2e53213fd682689e1473cd"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"B3"	0.000336021505376344	0	"noi"
"447"	"no isolate"	"626f371e2225a6a1d8507977c7f3500f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"B4"	0.00142045454545455	0	"noi"
"448"	"no isolate"	"d6bd1f73310c77d98166642e526b6c11"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"B4"	0.000473484848484848	0	"noi"
"546"	"no isolate"	"03041a9a31734cf985f32527f4106329"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"B5"	0.00241351568785197	0	"noi"
"618"	"no isolate"	"626f371e2225a6a1d8507977c7f3500f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"B6"	0.000149947518368571	0	"noi"
"1039"	"no isolate"	"b62390e7aa2e53213fd682689e1473cd"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A2"	0.000403958796202787	0	"noi"
"1186"	"no isolate"	"b62390e7aa2e53213fd682689e1473cd"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"C5"	0.0460674157303371	0	"noi"
"1346"	"no isolate"	"b62390e7aa2e53213fd682689e1473cd"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"C8"	0.000194741966893866	0	"noi"
"1464"	"no isolate"	"b62390e7aa2e53213fd682689e1473cd"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"D1"	0.00146986771190593	0	"noi"
"1615"	"no isolate"	"bdbc817b73f8961b4b1f5e3480de2e63"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"D4"	0.00175746924428822	0	"noi"
"1621"	"AXB_044.27F"	"d6bd1f73310c77d98166642e526b6c11"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A3"	0	2	"i"
"1645"	"no isolate"	"b62390e7aa2e53213fd682689e1473cd"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A3"	0.000789577575996842	0	"noi"
"1753"	"AXBH_077.27F"	"d6bd1f73310c77d98166642e526b6c11"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"D8"	0	3	"i"
"1822"	"no isolate"	"626f371e2225a6a1d8507977c7f3500f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A4"	0.0143112701252236	0	"noi"
"1823"	"no isolate"	"cd409a347af323c06f380fa5012b25cf"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A4"	0.000894454382826476	0	"noi"
"1977"	"no isolate"	"b62390e7aa2e53213fd682689e1473cd"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A6"	0.000706838664074925	0	"noi"
"2100"	"no isolate"	"3ed9d96379a9e71a5f4974a778c8e9c7"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"A7"	0.0028169014084507	0	"noi"
"6"	"AAB_006.27F"	"a6672cee90f3d05c289f8af6e5541a20"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"A1"	0.00485142510612492	7	"i"
"79"	"no isolate"	"fa86277d643ea201a7dbe7e9c063380f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"A1"	0.0218314129775622	0	"noi"
"80"	"no isolate"	"2c4af841a8423a2211b165b946659fe3"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"A1"	0.00323428340408328	0	"noi"
"283"	"no isolate"	"fa86277d643ea201a7dbe7e9c063380f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"B3"	0.000168010752688172	0	"noi"
"444"	"no isolate"	"49ed5dfd41e37e23a4e525c5a21a8fa8"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"B4"	0.000710227272727273	0	"noi"
"445"	"no isolate"	"fa86277d643ea201a7dbe7e9c063380f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"B4"	0.0151515151515152	0	"noi"
"446"	"no isolate"	"a6672cee90f3d05c289f8af6e5541a20"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"B4"	0.00426136363636364	0	"noi"
"839"	"no isolate"	"f5f4cde709a127484a7b1ddbc6c77584"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"C1"	0.00586979722518677	0	"noi"
"840"	"no isolate"	"49ed5dfd41e37e23a4e525c5a21a8fa8"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"C1"	0.0032017075773746	0	"noi"
"962"	"no isolate"	"fa86277d643ea201a7dbe7e9c063380f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"C3"	0.000284414106939704	0	"noi"
"1182"	"no isolate"	"0a50c4ce4387b2c8dfbd2fd99225d712"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"C5"	0.00280898876404494	0	"noi"
"1183"	"no isolate"	"5a53a00c3483b79e8a58a6a532acc8f5"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"C5"	0.00252808988764045	0	"noi"
"1184"	"no isolate"	"49ed5dfd41e37e23a4e525c5a21a8fa8"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"C5"	0.000561797752808989	0	"noi"
"1185"	"no isolate"	"fa86277d643ea201a7dbe7e9c063380f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"C5"	0.024438202247191	0	"noi"
"1768"	"no isolate"	"fa86277d643ea201a7dbe7e9c063380f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"D8"	0.00294117647058824	0	"noi"
"7"	"AABH_004.27F"	"fb8ce3713477c9e0ba40de144aea398f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Vagococcaceae"	"Vagococcus"	"A1"	0	1	"i"
"13"	"AXBH_033.27F"	"126b7a92d0fba2d032841f21bdbf017b"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Vagococcaceae"	"Vagococcus"	"A1"	0.00141499898928644	1	"i"
"285"	"no isolate"	"fb8ce3713477c9e0ba40de144aea398f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Vagococcaceae"	"Vagococcus"	"B3"	0.000336021505376344	0	"noi"
"1347"	"no isolate"	"6fcd21bf11bb4262841e7135f492f4f4"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Vagococcaceae"	"Vagococcus"	"C8"	0.000584225900681597	0	"noi"
"219"	"AABH_006.27F"	"62821cd703e9d3df6ade0ab9a3059406"	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"B3"	0	1	"i"
"222"	"AXB_027.27F"	"ecfe0a6fb8cd10fafa7fc4e5ab4140b5"	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"B3"	0	1	"i"
"622"	"no isolate"	"0207b048a4913edf4cf0848a70761553"	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"B6"	0.000299895036737142	0	"noi"
"1191"	"no isolate"	"62821cd703e9d3df6ade0ab9a3059406"	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"	"C5"	0.000280898876404494	0	"noi"
"459"	"no isolate"	"f5f22f7811a877c03785a40845d17315"	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Saccharibacillus"	"B4"	0.000236742424242424	0	"noi"
"965"	"no isolate"	"8ecb1edb46c25dec29a8553a3ee34371"	"Bacteria"	"Firmicutes"	"Bacilli"	"RF39"	"RF39"	"RF39"	"C3"	0.000284414106939704	0	"noi"
"1"	"2.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	"A1"	0.0339599757428745	13	"i"
"94"	"no isolate"	"1371f2a1730f748c15a00ebf96e66d9b"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	"A1"	0.00222356984030726	0	"noi"
"456"	"no isolate"	"83918a255a9e44e2ae8d9961bfbeb58a"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	"B4"	0.0123106060606061	0	"noi"
"1607"	"AXBP_006.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	"D4"	0.0123022847100176	2	"i"
"1647"	"no isolate"	"83918a255a9e44e2ae8d9961bfbeb58a"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	"A3"	0.000394788787998421	0	"noi"
"1751"	"AXB_093.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	"D8"	0.00196078431372549	1	"i"
"1778"	"16a.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	"A4"	0.00111806797853309	3	"i"
"95"	"no isolate"	"9e43d1028bbf19c48e4247ba8cf208fa"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"A1"	0.00141499898928644	0	"noi"
"167"	"AXB_048.27F"	"0dce57348bcb8c7c35bc6814347f1eb6"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"B2"	0	2	"i"
"457"	"no isolate"	"29c08fc37bb89a5ed388814012f50ddb"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"B4"	0.000236742424242424	0	"noi"
"527"	"AXBP_026.27F"	"7a824f98caa72189c2b78847f3fa8914"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"B5"	0	1	"i"
"562"	"AXBH_030.27F"	"7a824f98caa72189c2b78847f3fa8914"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"B6"	0	1	"i"
"620"	"no isolate"	"29c08fc37bb89a5ed388814012f50ddb"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"B6"	0.000299895036737142	0	"noi"
"784"	"AXBH_001.27F"	"0da79289138ccfeec98e3a9252f751b2"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"C1"	0.0096051227321238	1	"i"
"842"	"no isolate"	"d6e1d4be75552f0278e1aeaa97e483db"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"C1"	0.0256136606189968	0	"noi"
"843"	"no isolate"	"5a8b946dd22365680d021d4bf2fd4f67"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"C1"	0.0298826040554963	0	"noi"
"844"	"no isolate"	"904f49024ad154151f05f21860da02cf"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"C1"	0.00373532550693703	0	"noi"
"845"	"no isolate"	"f962b8e94ea3eebf9d73556ae9d359a9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"C1"	0.0064034151547492	0	"noi"
"846"	"no isolate"	"1f8d840229ca8a1749423535f911c9aa"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"C1"	0.00747065101387407	0	"noi"
"847"	"no isolate"	"cbdf73f5f9d103a85492ef74e56422f3"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"C1"	0.0106723585912487	0	"noi"
"964"	"no isolate"	"0dce57348bcb8c7c35bc6814347f1eb6"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"C3"	0.000568828213879408	0	"noi"
"996"	"AXB_043.27F"	"d6e1d4be75552f0278e1aeaa97e483db"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"A2"	0	2	"i"
"1190"	"no isolate"	"29c08fc37bb89a5ed388814012f50ddb"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"C5"	0.000561797752808989	0	"noi"
"430"	"no isolate"	"0a0699ee3130aab7f48d4391915b4d80"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Caloramatoraceae"	NA	"B4"	0.00118371212121212	0	"noi"
"61"	"no isolate"	"89c9c2c263efeeb1ddf5de0e4cccb34a"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium_sensu_stricto_13"	"A1"	0.00040428542551041	0	"noi"
"1973"	"no isolate"	"c5cd4fa767aeb371038c72ff0918ae1f"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium_sensu_stricto_13"	"A6"	0.000883548330093656	0	"noi"
"590"	"no isolate"	"481bfe0f298ff771d42da8fe74e66740"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium_sensu_stricto_16"	"B6"	0.000299895036737142	0	"noi"
"60"	"no isolate"	"97c3672e807fd45d2b61453c9a3e4af2"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	NA	"A1"	0.000606428138265616	0	"noi"
"591"	"no isolate"	"2f2115614872094b8f9f2dd03504de5b"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Family_XI"	"Tepidimicrobium"	"B6"	0.00164942270205428	0	"noi"
"1192"	"no isolate"	"4ed1066d66874ac3d2e749c7c46a0df1"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Selenomonadaceae"	"Mitsuokella"	"C5"	0.00112359550561798	0	"noi"
"1981"	"no isolate"	"11c500dc1113046f5c1638ce45db8067"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Sporomusaceae"	"Pelosinus"	"A6"	0.00123696766213112	0	"noi"
"1193"	"no isolate"	"8b5a3ab22832094d82c10f66cc13e66c"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Veillonellaceae"	"Dialister"	"C5"	0.000561797752808989	0	"noi"
"1194"	"no isolate"	"af50c2810a644c08e8bdedaa8a71e7a4"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Veillonellaceae"	"Megasphaera"	"C5"	0.00252808988764045	0	"noi"
"369"	"no isolate"	"c8778b8bc7c4f2b7d10fbe2b03cd2d4d"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Leptotrichia"	"B4"	0.000473484848484848	0	"noi"
"810"	"no isolate"	"9fbca031401df4dc42e5a535a3afda5d"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Roseisolibacter"	"C1"	0.000533617929562433	0	"noi"
"577"	"no isolate"	"edda75a751d9fbb2b07ae43d70cf2b98"	"Bacteria"	"Nitrospirota"	"Nitrospiria"	"Nitrospirales"	"Nitrospiraceae"	"Nitrospira"	"B6"	0.000149947518368571	0	"noi"
"391"	"no isolate"	"17578b895907ecced31d0842b18aad69"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"Candidatus_Adlerbacteria"	"Candidatus_Adlerbacteria"	"Candidatus_Adlerbacteria"	"B4"	0.000710227272727273	0	"noi"
"29"	"no isolate"	"c3fbe4cc3f75345086ff04f2fec9c787"	"Bacteria"	"Patescibacteria"	"Parcubacteria"	"Candidatus_Azambacteria"	"Candidatus_Azambacteria"	"Candidatus_Azambacteria"	"A1"	0.000202142712755205	0	"noi"
"30"	"no isolate"	"79fd46d9671ff52b27a3af88682c95c9"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Saccharimonadales"	"Saccharimonadales"	"A1"	0.00040428542551041	0	"noi"
"392"	"no isolate"	"c19bd0aa7a454d6ddb0d135d533b33b8"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Saccharimonadales"	"Saccharimonadales"	"B4"	0.000710227272727273	0	"noi"
"932"	"no isolate"	"eb4b0c0feb0c1c930206213c5f66c0ff"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	NA	NA	"C3"	0.000284414106939704	0	"noi"
"790"	"no isolate"	"2a3645fe036e030fc7b39664558433e5"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Acetobacter"	"C1"	0.00213447171824973	0	"noi"
"910"	"no isolate"	"d3b6db36d67e761cf80ea7aa3aaef3ec"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Acetobacter"	"C3"	0.000284414106939704	0	"noi"
