"isolate.id" "sseqid" "pident" "qcovs" "length" "mismatch" "gapopen" "qstart" "qend" "sstart" "send" "evalue" "bitscore" "overrule" "sample.id" "medium" "temp" "oxygen" "relab"
"328" "AXBP_038.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 38 435 0 0 313 747 1 435 0 804 0 "A4" "bairdparker" 37 "aerobic" 0.00111806797853309
"336" "AXPC_004.27F" "a3750812d0075ad564da5386c9d753e9" 100 40 436 0 0 310 745 1 436 0 806 0 "C3" "pca" 37 "aerobic" 0.000853242320819113
"342" "AXPC_011.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "C6" "pca" 37 "aerobic" 0.519691780821918
"357" "AXPC_029.27F" "bb72dc9c3dc24b89c19dcb584749aa00" 100 37 410 0 0 274 683 1 410 0 758 0 "B4" "pca" 37 "aerobic" 0.308475378787879
"358" "AXPC_030.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 37 410 0 0 272 681 1 410 0 758 0 "B4" "pca" 37 "aerobic" 0.154356060606061
"359" "AXPC_031.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 36 410 0 0 274 683 1 410 0 758 0 "B4" "pca" 37 "aerobic" 0.154356060606061
"360" "AXPC_032.27F" "bb72dc9c3dc24b89c19dcb584749aa00" 100 37 410 0 0 278 687 1 410 0 758 0 "B4" "pca" 37 "aerobic" 0.308475378787879
"361" "AXPC_033.27F" "86b5436dfde91d3002ec0cd00ac36861" 100 38 410 0 0 273 682 1 410 0 758 0 "B4" "pca" 37 "aerobic" 0.154356060606061
"362" "AXPC_034.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 316 750 1 435 0 804 0 "B4" "pca" 37 "aerobic" 0.0125473484848485
"368" "AXPC_040.27F" "f6c0e8aaaf1716abc67c1614799b6d31" 100 40 435 0 0 302 736 1 435 0 804 0 "B6" "pca" 37 "aerobic" 0.00704753336332284
"371" "AXPC_044.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 39 435 0 0 315 749 1 435 0 804 0 "A1" "pca" 37 "aerobic" 0.0339599757428745
"372" "AXPC_045.27F" "a6672cee90f3d05c289f8af6e5541a20" 100 38 435 0 0 319 753 1 435 0 804 0 "A1" "pca" 37 "aerobic" 0.00485142510612492
"374" "AXPC_047.27F" "5ca4b3e92b7553622b13d1c171286083" 99.77 39 435 1 0 325 759 1 435 0 798 0 "A1" "pca" 37 "aerobic" 0.000606428138265616
"375" "AXPC_048.27F" "83918a255a9e44e2ae8d9961bfbeb58a" 100 38 435 0 0 316 750 1 435 0 804 0 "A1" "pca" 37 "aerobic" 0.0339599757428745
"376" "AXPC_049.27F" "a6672cee90f3d05c289f8af6e5541a20" 100 39 435 0 0 322 756 1 435 0 804 0 "A1" "pca" 37 "aerobic" 0.00485142510612492
"384" "AXPC_059.27F" "ec4c96450c8cc16054c510a78cb83ec7" 98.853 40 436 0 5 309 740 1 435 0 773 0 "D4" "pca" 37 "aerobic" 0.903339191564148
"385" "AXPC_059a.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 39 435 0 0 311 745 1 435 0 804 0 "A8" "pca" 37 "aerobic" 0.651438240270728
"386" "AXPC_060.27F" "fa8c0f7a5b110d2cc46e0e3f557a933b" 99.77 44 435 1 0 340 774 1 435 0 798 0 "D2" "pca" 37 "aerobic" 0.479838709677419
"387" "AXPC_061.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 39 435 0 0 324 758 1 435 0 804 0 "D3" "pca" 37 "aerobic" 0.0725490196078431
"390" "AXPC_065.27F" "0a8db22a9d9bc03ae4aa272d275d38d1" 100 41 435 0 0 299 733 1 435 0 804 0 "A4" "pca" 37 "aerobic" 0.0507602862254025
"391" "AXPC_067.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 314 748 1 435 0 804 0 "A5" "pca" 37 "aerobic" 0.791744840525328
"392" "AXPC_068.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 316 750 1 435 0 804 0 "A7" "pca" 37 "aerobic" 0.323004694835681
"394" "AXPC_071.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 311 745 1 435 0 804 0 "C5" "pca" 37 "aerobic" 0.114044943820225
"395" "AXPC_072.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 37 435 0 0 315 749 1 435 0 804 0 "D1" "pca" 37 "aerobic" 0.0436060754532092
"396" "AXPC_073.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 38 435 0 0 312 746 1 435 0 804 0 "D2" "pca" 37 "aerobic" 0.471774193548387
"397" "AXPC_074.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 40 435 0 0 325 759 1 435 0 804 0 "D3" "pca" 37 "aerobic" 0.0725490196078431
"398" "AXPC_075.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 37 435 0 0 312 746 1 435 0 804 0 "D5" "pca" 37 "aerobic" 0.947368421052632
"399" "AXPC_076.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 40 435 0 0 312 746 1 435 0 804 0 "D6" "pca" 37 "aerobic" 0.764705882352941
"400" "AXPC_077.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 39 435 0 0 315 749 1 435 0 804 0 "D7" "pca" 37 "aerobic" 0.389880952380952
"402" "AXPC_078a.27F" "d5293633f1dbc34c1ad92a87939edca1" 100 39 435 0 0 326 760 1 435 0 804 0 "A8" "pca" 37 "aerobic" 0.0313028764805415
"411" "AXPC_087.27F" "dec18fb177e0b0d0aaf24e416374e8bf" 100 42 435 0 0 325 759 1 435 0 804 0 "D3" "pca" 37 "aerobic" 0.0725490196078431
"417" "AXVR_009.27F" "804d5184a285f4498e38c2eb43de63d6" 100 42 436 0 0 298 733 1 436 0 806 0 "D4" "vrbd" 37 "aerobic" 0.00351493848857645
"424" "AXVR_020.27F" "4e85420ca036b02352c410d07546f5bc" 99.541 52 436 1 1 301 736 1 435 0 793 0 "D8" "vrbd" 37 "aerobic" 0.00196078431372549
"426" "AXVR_025.27F" "5ca4b3e92b7553622b13d1c171286083" 99.77 39 435 1 0 325 759 1 435 0 798 0 "A1" "vrbd" 37 "aerobic" 0.000606428138265616
"427" "AXVR_027.27F" "0a8db22a9d9bc03ae4aa272d275d38d1" 100 37 435 0 0 299 733 1 435 0 804 0 "A4" "vrbd" 37 "aerobic" 0.0507602862254025
"428" "AXVR_028.27F" "0a8db22a9d9bc03ae4aa272d275d38d1" 100 40 435 0 0 298 732 1 435 0 804 0 "A4" "vrbd" 37 "aerobic" 0.0507602862254025
"429" "AXVR_029.27F" "0a8db22a9d9bc03ae4aa272d275d38d1" 100 37 435 0 0 298 732 1 435 0 804 0 "A4" "vrbd" 37 "aerobic" 0.0507602862254025
"430" "AXVR_032.27F" "0a8db22a9d9bc03ae4aa272d275d38d1" 100 38 435 0 0 299 733 1 435 0 804 0 "A4" "vrbd" 37 "aerobic" 0.0507602862254025
"440" "FR_AXB_009.27F" "a3750812d0075ad564da5386c9d753e9" 100 37 436 0 0 313 748 1 436 0 806 0 "C3" "columbia" 37 "aerobic" 0.000853242320819113
"441" "FR_AXB_011.27F" "df2d1ac3c24f7cc6ce91fef3def27735" 100 37 436 0 0 311 746 1 436 0 806 0 "C3" "columbia" 37 "aerobic" 0.00255972696245734
"442" "FR_AXB_012.27F" "a3750812d0075ad564da5386c9d753e9" 98.561 58 417 6 0 308 724 1 417 0 737 0 "C3" "columbia" 37 "aerobic" 0.000853242320819113
"451" "FR_AXB_023.27F" "ec4c96450c8cc16054c510a78cb83ec7" 100 39 435 0 0 310 744 1 435 0 804 0 "C6" "columbia" 37 "aerobic" 0.519691780821918
